project_id_original,project_id,researcher,title,institution,award_amount
CB-2011,166286,JESUS MARIA SIQUEIROS BELTRONES,Cerámicas y Películas Delgadas de Materiales Multiferroicos Libres de Plomo,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / CENTRO DE NANOCIENCIAS Y NANOTECNOLOGÍA,3000000
CB-2011,166295,OFELIA MORTON BERMEA,"DISTRIBUCIÓN ESPACIAL DE ELEMENTOS DEL GRUPO DE PLATINO (Pt, Pd, Rh)  Y METALES PESADOS (Cr, Cu, Ni, Pb, V, Zn) EN MATERIALES AMBIENTALES  DEL VALLE DE MÉXICO",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE GEOFÍSICA,1368000
CB-2011,166302,JORGE GUSTAVO HIRSCH GANIEVICH,"Átomos, fotones, qbits y núcleos atómicos: campo medio y restauración de simetrías",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE CIENCIAS NUCLEARES,1455000
CB-2011,166306,LUIS MONTEJANO PEIMBERT,LA INTERACCIÓN ENTRE LA TOPOLOGÍA Y LA GEOMETRÍA EN EL CAMPO DE LAS MATEMÁTICAS DISCRETAS; EL GRUPO DE COMBINATORIA EN QUERÉTARO.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE MATEMÁTICAS,2294400
CB-2011,166326,ARMANDO GOMEZ VIEYRA,"Análisis, medición, modelado y compensación de las aberraciones  en sistemas ópticos complejos.",UNIVERSIDAD AUTONOMA METROPOLITANA,1396000
CB-2011,166332,MARIA TERESA GONZALEZ ARNAO,"ESTUDIO DE PROCESOS FÍSICOS, BIOQUÍMICOS Y MOLECULARES PARA LA CRIOCONSERVACIÓN DE TEJIDOS VEGETALES DE ESPECIES ORIGINARIAS DE MÉXICO Y CENTROAMÉRICA",UNIVERSIDAD VERACRUZANA,2346000
CB-2011,166345,EMILIO RIBES IÑESTA,ANALISIS EXPERIMENTAL DEL APRENDIZAJE COMPRENSIVO Y SUS CONDICIONES,UNIVERSIDAD VERACRUZANA,963408
CB-2011,166354,MARIA GUADALUPE VALVERDE AGUILAR,DESARROLLO DE MATERIALES SOL-GEL PARA LA PRODUCCIÓN DE H2,INSTITUTO POLITECNICO NACIONAL,2000000
CB-2011,166356,DANIELLA ESPERANZA PACHECO CATALAN,Síntesis y caracterización de materiales híbridos a base de polímeros electroconductores y grafeno para su potencial aplicación en sistemas de almacenamiento de energía,CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN AC,1206000
CB-2011,166357,CARLOS MANUEL VALVERDE RODRIGUEZ,Estudios estructura-funcion de las desyodasas de yodotironinas,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE NEUROBIOLOGÍA,1091500
CB-2011,166361,JULIAN MOISES ESTUDILLO AYALA,Estudio de las Nolinealidades en Fibras de Cristal Fotónico para la obtención de fuentes de luz de amplio espectro y propagación de pulsos  cortos de alta energía¿,UNIVERSIDAD DE GUANAJUATO,1993900
CB-2011,166363,GUSTAVO ARIEL FUENTES ZURITA,Catalizadores de Nueva Generación para la reducción selectiva de NOx en efluentes de automotores,UNIVERSIDAD AUTONOMA METROPOLITANA,1500000
CB-2011,166366,MARCO LEOPOLDO GARCIA GUADERRAMA,"MULTIFERROICOS MAGNETOELÉCTRICOS BASADOS EN ÓXIDOS FUNCIONALES: SÍNTESIS, CARACTERIZACIÓN Y OPTIMIZACIÓN DE PROPIEDADES",UNIVERSIDAD DE GUADALAJARA,1960989
CB-2011,166371,RUBY ALEJANDRA VALDEZ OJEDA,DIVERSIDAD MOLECULAR DE MICROORGANISMOS EN SEDIMENTOS Y AGUAS DE LA COSTA YUCATECA CON POTENCIAL PARA LA PRODUCCIÓN DE BIOENERGÍA,CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN AC,1400000
CB-2011,166376,GAGIK TOVMASIAN ASMARIAN,Estudio de la población de variables cataclísmicas en los extremos de la distribución de periodos orbitales.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE ASTRONOMÍA,775500
CB-2011,166382,NYKOLAY MAKAROV  ,Respuesta Óptica No-Local y Efectos de Desorden en Metamateriales,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1446572
CB-2011,166387,ANA ADELA LEMUS SANTANA,Matrices porosas para capturar CO2,INSTITUTO POLITECNICO NACIONAL,1400000
CB-2011,166389,MARTHA PATRICIA GARCIA CAMACHO,ANÁLISIS DE TRAZAS CROMATOGRÁFICO PARA LA CARACTERIZACIÓN DE LA BIODEGRADACION DE HIDROCARBUROS AROMÁTICOS POLICÍCLICOS POR MICROALGAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / FACULTAD DE QUÍMICA,1703000
CB-2011,166391,HERNANDO QUEVEDO CUBILLOS,Aplicaciones de geometrotermodinamica en cosmologia y fisica de hoyos negros,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE CIENCIAS NUCLEARES,622000
CB-2011,166397,ROGER ZIRAHUEN RIOS MERCADO,Modelos y Métodos Avanzados de Optimización para la Planificación Eficiente de Sistemas Territoriales con Impacto Ambiental,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1007168
CB-2011,166404,ALFREDO ODON RODRIGUEZ GONZALEZ,Estudio de la interacción de la radiación RF con la materia para el caso de antenas de volumen para imagenología por resonancia magnética,UNIVERSIDAD AUTONOMA METROPOLITANA,2000000
CB-2011,166408,LUIS RAMOS TAVERA,"CARACTERIZACIÓN MOLECULAR Y ESTUDIOS FUNCIONALES DE GENES INVOLUCRADOS EN LA DIFERENCIACIÓN SEXUAL EN INDIVIDUOS CON DSD 46,XY",INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,988750
CB-2011,166430,TATIANA FIORDELISIO COLL,Regulación de la función de los pericitos en la glándula hipofisaria de ratón,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / FACULTAD DE CIENCIAS,1100000
CB-2011,166444,JOSE GUADALUPE RUTIAGA QUIÑONES,"Propiedades físicas y químicas de la madera y corteza de diferentes especies, para la producción de bioenergía",UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,2907284
CB-2011,166451,SERGIO REVAH MOISEEV,Estudios básicos sobre la degradación de compuestos reducidos de azufre por microorganismos alcalófilos extremófilos (continuación),UNIVERSIDAD AUTONOMA METROPOLITANA,991000
CB-2011,166462,ISAURA MEZA GOMEZ-PALACIO,Mecanismos de inducción de una respuesta invasora en células expuestas a un microambiente inflamatorio y su relación con el desarrollo de una condición patológica,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,1520000
CB-2011,166463,JOSE SALUD RODRIGUEZ ZAVALA,AUMENTO DE LA EFICIENCIA CATALITICA DE LAS ALDHs HUMANAS COMO ESTRATEGIA EN LA DISMINUCION DEL ESTRES OXIDATIVO,"INSTITUTO NACIONAL DE CARDIOLOGIA ""IGNACIO CHAVEZ""",1767850
CB-2011,166472,JOSE FEDERICO DEL RIO PORTILLA,Estructura y termodinámica del reconocimiento biomacromolecular.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA,4400000
CB-2011,166482,ANA BRIGIDA CLORINDA ARIAS ALVAREZ,"Mecanismos moleculares involucrados en el desarrollo de resistencia a insulina en el hipocampo de la rata en un modelo de ingesta de dieta alta en grasa. Efectos sobre cognición, daño sináptico y disfunción neuronal.",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE INVESTIGACIONES BIOMÉDICAS,860000
CB-2011,166491,GABRIELA AURORA HERNANDEZ MOLINA,Caracterización de las células B reguladoras (B10) en el Síndrome de Sjögren primario,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,700000
CB-2011,166502,MARIO GOMEZ TORRENTE,Aspectos filosóficos de la modalidad,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE HUMANIDADES / INSTITUTO DE INVESTIGACIONES FILOSOFICAS,346000
CB-2011,166555,LUIS TORRE BOUSCOULET,Efecto de partículas de humo de biocombustibles sobre la capacidad bactericida de los macrófagos para eliminar a Mycobacterium tuberculosis,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,1050000
CB-2011,166573,ANA MARIA IBARRA HUMPHRIES,"GENÓMICA FUNCIONAL DEL MOLUSCO PECTÍNIDO Nodipecten subnodosus EN CONDICION DIPLOIDE Y TRIPLOIDE: MECANISMOS GENÉTICOS DE DIFERENCIACIÓN SEXUAL, DEL CONTROL DE LA FIDELIDAD DE LA MEIOSIS Y DEL CRECIMIENTO MUSCULAR",CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE SC,2999107
CB-2011,166579,PAVEL NAUMKIN  ,Ecuaciones de onda no lineales dispersivas,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE MATEMÁTICAS,861000
CB-2011,166581,NORA EVA BRETON BAEZ,Modelos alternativos para la energía oscura y su confrontación observacional,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,407112
CB-2011,166586,MARIA CRISTINA DEL RINCON CASTRO,"Estudio genómico y proteómico de baculovirus entomopatógenos del falso medidor de la col Trichoplusia ni, en líneas celulares de insectos.",UNIVERSIDAD DE GUANAJUATO,1877350
CB-2011,166588,SHOSHANA BERENZON GORN,Construcción de indicadores para la integración de la salud mental en el primer nivel de atención: barreras y fortalezas,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,1459689
CB-2011,166600,KAREN MANUCHARYAN  ,Estudio de perfiles antigénicos e inmunogénicos en escala de genoma y de epítopos inmunodominantes durante el desarrollo de tumores,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE INVESTIGACIONES BIOMÉDICAS,1950000
CB-2011,166601,ARTURO MALDONADO ALVAREZ,DEPOSITO DE PELICULAS DE OXIDO DE ZINC POR CVD ASISTIDO POR ROCIO QUIMICO ULTRASONICO Y CARACTERIZACION DE SUS PROPIEDADES SEMICONDUCTORAS  ESPECIFICAS PARA DISPOSITIVOS OPTOELECTRONICOS.,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,1653253
CB-2011,166615,APOLINAR SANTAMARIA MIRANDA,"Estado de salud de la población silvestre de los pargos Lutjanus peru, Lutjanus guttatus y Lutjanus argentiventris en el Oceano Pacifico Mexicano.",INSTITUTO POLITECNICO NACIONAL,970000
CB-2011,166621,MANUEL MARTINEZ ESTEVEZ,CARACTERIZACION BIOQUIMICA Y FUNCIONAL  DE UN TRANSPORTADOR DE POTASIO DE ALTA AFINIDAD DE RAÍCES DE Capsicum chinense Jacq: CARACTERIZACIÓN FISIOLÓGICA.,CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN AC,910000
CB-2011,166624,RAQUEL MUÑIZ SALAZAR,Epidemiologia molecular de Mycobacterium tuberculosis en la frontera Noroeste México-Estados Unidos,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,1498820
CB-2011,166635,OLGA ODGERS ORTIZ,La oferta terapéutica religiosa de los Centros Evangélicos de Rehabilitación para fármaco-dependientes en la región fronteriza bajacaliforniana,EL COLEGIO DE LA FRONTERA NORTE AC,1313435
CB-2011,166636,JESUS ALBERTO SANDOVAL GALARZA,CONTROL DE SISTEMAS MECÁNICOS SUBACTUADOS BASADO EN CONCEPTOS DE ENERGÍA,DIRECCION GENERAL DE EDUCACION SUPERIOR TECNOLOGICA / INSTITUTO TECNOLÓGICO DE LA PAZ,1312500
CB-2011,166638,JORGE ACEVES RUIZ,Control del Parkinson Experimental por la administración de agonistas de los receptores a dopamina del tipo D3 asociada a la transfección del gen del Factor Neurotrófico Derivado del Cerebro,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,748517
CB-2011,166639,OMAR GUSTAVO MIRANDA ROMAGNOLI,FENOMENOLOGIA DE NEUTRINOS EN ASTROPARTICULAS Y EN EXPERIMENTOS TERRESTRES,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,799980
CB-2011,166640,JUAN CARLOS CHAVARRIA HERNANDEZ,"Estudio cinético de las reacciones de hidrodesoxigenación, hidroisomerización e hidrodesintegración de triglicéridos y ácidos carboxílicos modelo sobre catalizadores de NiMo/Al2O3, Pt/H-ZSM-22 y CoMo-B",CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN AC,1400000
CB-2011,166645,CATALINA ESTER HARO PÉREZ,PROPIEDADES MECÁNICAS Y MICROSCÓPICAS DE DISPERSIONES DE NANOGELES CARGADOS,UNIVERSIDAD AUTONOMA METROPOLITANA,1355000
CB-2011,166649,MARGARITA SANCHEZ DOMINGUEZ,Estudio de la síntesis de nanocristales híbridos por un nuevo método basado en microemulsiones de aceite-en-agua y su incorporación en nanocompuestos poliméricos,CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS SC,1000000
CB-2011,166654,CESAR CRUZ HERNANDEZ,SINCRONIZACION DE SISTEMAS COMPLEJOS Y ALGUNAS APLICACIONES,"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, BAJA CALIFORNIA.",4318492
CB-2011,166656,MARCELO SALGADO RODRIGUEZ,Teorías Alternativas de la Gravitación con Aplicaciones Astrofísicas y Cosmológicas,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE CIENCIAS NUCLEARES,342000
CB-2011,166662,BERNARDO ENRIQUE PEREZ ALVAREZ,Gramática y pragmática del discurso,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,361000
CB-2011,166697,MARUSIA RENTERIA VILLALOBOS,"Factores de fraccionamiento, distribución, especiación y movilidad de los isótopos de las series del uranio en agua superficial durante su transporte e interacción con los sedimentos.",CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS SC,1256508
CB-2011,166702,TAMARA MILA RIOJA PARADELA,Efecto del Pastoreo del Ganado Sobre la Ecología de la Liebre de Tehuantepec (Lepus flavigularis) en el Sureste de Oaxaca,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,813760
CB-2011,166712,RAFAEL GUTIERREZ AGUILAR,PLASTICIDAD DE MICROCIRCUITOS NEURONALES EN EL HIPOCAMPO,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,1999980
CB-2011,166725,FRANCISCO GABRIEL VAZQUEZ CUEVAS,La señalización purinérgica como un sistema autocrino-paracrino que participa en los mecanismos de progresión tumoral del cáncer epitelial ovárico.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE NEUROBIOLOGÍA,1382800
CB-2011,166727,YOLANDA IRASEMA CHIRINO LOPEZ,"Evaluación de la exposición crónica a nanopartículas de dióxido de titanio en condiciones sub-tóxicas, en la remodelación de citoesqueleto y alteraciones en el ciclo celular.",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / FACULTAD DE ESTUDIOS SUPERIORES IZTACALA,990856
CB-2011,166733,ENRIQUE PIÑA GARZA,"LOS""SEÑALISOMAS"" DE LOS RECEPTORES DE LA ADENOSINA EN EL HEPATOCITO",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / FACULTAD DE MEDICINA,1904799
CB-2011,166734,ROBERTO CORIA ORTEGA,Papel del sistema de fosforelevo en la respuesta a agentes que inducen estrés de retículo endoplásmico en la levadura.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE FISIOLOGÍA CELULAR,1963500
CB-2011,166740,EFRAIN MEJIA BELTRAN,Investigación de fibras ópticas y materiales dopados para láseres,CENTRO DE INVESTIGACIONES EN OPTICA AC,1229800
CB-2011,166742,CRUZ MENESES FABIAN,Modulación de amplitud para interferometría de corrimiento de fase,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,730000
CB-2011,166747,MARIA DEL ROCIO GAMEZ MONTAÑO,¿SINTESIS DE COMPUESTOS HETEROCICLICOS DE INTERÉS EN QUÍMICA MEDICINAL VÍA  UN PROCESO RMC/ POST-CONDENSACIÓN¿.,UNIVERSIDAD DE GUANAJUATO,1208500
CB-2011,166751,CARLOS REGALADO GONZALEZ,"PROPIEDADES ESTRUCTURALES, DE BARRERA Y ANTIMICROBIANAS DE RECUBRIMIENTOS COMESTIBLES A BASE DE ALMIDÓN DE MAÍZ MODIFICADO, INCORPORADOS CON AGENTES ANTIMICROBIANOS NATURALES Y SU POSIBLE APLICACIÓN EN LA BIOCONSERVACIÓN DE ALIMENTOS EN FRESCO",UNIVERSIDAD AUTONOMA DE QUERETARO,1844200
CB-2011,166763,DEBRUP CHAKRABORTY  ,Cryptographic Techniques for Security in Storage,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,910000
CB-2011,166772,THALIA HARMONY BAILLET,ESTUDIO DE LA PLASTICIDAD CEREBRAL EN NIÑOS CON DAÑO CEREBRAL PRENATAL y/o PERINATAL POR MEDIO DE TRACTOGRAFÍA POR TENSORES DE DIFUSIÓN.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE NEUROBIOLOGÍA,2945000
CB-2011,166778,ROSENDO PEÑA EGUILUZ,Degradación de compuestos orgánicos solubles en agua y eliminación de bacterias mediante plasma frio,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,1184300
CB-2011,166792,MARIO RUEDA BELTRAN,Estudio sobre las prácticas y condiciones institucionales para el desarrollo de la docencia en universidades iberoamericanas,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE HUMANIDADES / INSTITUTO DE INVESTIGACIONES SOBRE LA UNIVERSIDAD Y LA EDUCACIÓN,1500000
CB-2011,166799,MARIO IVAN MARTINEZ HERNANDEZ,Sistemas de Control e Instrumentación para Detectores y Aceleradores de Partículas,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,827702
CB-2011,166808,MARCELA LIZANO SOBERON,"""Efecto de las variaciones intratipo de los genes E6 y E2 de VPH18 en la modulación de vías de señalización implicadas en proliferación celular y apoptosis""",INSTITUTO NACIONAL DE CANCEROLOGIA,1270000
CB-2011,166814,GABRIEL GUARNEROS PEÑA,Genómica estructural de las proteínas de los bacteriófagos.,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL I.P.N.,1991405
CB-2011,166823,JAIME EDUARDO CALIXTO GONZALEZ,Estudio electrofisiológico y farmacológico del bloqueo de las modificaciones sinápticas y conductuales de las abstinencias a diazepam y GABA por los neuroesteroides pregnanos,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,793150
CB-2011,166828,JANINE MADELEINE RAMSEY WILLOQUET,Filogeografía y genética poblacional de Trypanosoma cruzi (Kinetoplastida: Trypanosomatidae).,INSTITUTO NACIONAL DE SALUD PUBLICA,1998600
CB-2011,166843,ANGELICA TORNERO SALINAS,La literatura y la construcción de la identidad a partir de las perspectivas simbólica y termporal,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,479000
CB-2011,166854,ANA MARIA MONICA CASALET RAVENNA,ACUERDOS DE COLABORACIÓN PARA LA INNOVACIÓN: DIFERENTES ESTRATEGIAS PRODUCTIVAS Y DE VINCULACIÓN PARA EL DESARROLLO SECTORIAL Y REGIONAL.,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES (SEDE MEXICO),1457000
CB-2011,166857,ANTONIO VELAZQUEZ ARELLANO,Estudio de los efectos genéticos y metabólicos del déficit energético en la privación de biotina y de sus mecanismos,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE INVESTIGACIONES BIOMÉDICAS,2516000
CB-2011,166860,HECTOR MANUEL MORA MONTES,La pared celular de Candida parapsilosis y Candida tropicalis y su relevancia en el reconocimiento por el sistema inmune innato del humano,UNIVERSIDAD DE GUANAJUATO,1400000
CB-2011,166870,ALEJANDRO SAHUI MALDONADO,Igualdad y calidad de la democracia. De las capacidades a los derechos,UNIVERSIDAD AUTONOMA DE CAMPECHE.,824000
CB-2011,166878,ELIZABETH SOLLEIRO REBOLLEDO,CARBONATOS PEDOGENÉTICOS EN SUELOS DEL CUATERNARIO COMO INDICADORES DE CAMBIO AMBIENTAL E IMPACTO HUMANO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE GEOLOGÍA,878000
CB-2011,166888,HONORIO TORRES AGUILAR,IDENTIFICACIÓN DE MARCADORES TOLEROGÉNICOS EN CELULAS DENDRÍTICAS PARA EL DIAGNÓSTICO TEMPRANO DE LA DIABETES MELLITUS TIPO 1,SECRETARIA DE SALUD / CENTRO NACIONAL DE LA TRANSFUSION SANGUINEA,1370000
CB-2011,166891,RAUL QUIROGA BARRANCO,Acciones de grupos de Lie simples en geometría y análisis,CENTRO DE INVESTIGACION EN MATEMATICAS AC,999000
CB-2011,166896,JOSE GONZALO GONZALEZ REYES,ESTUDIO MICROESTRUCTURAL Y MECÁNICO DE ALEACIONES DE ALUMINIO SOMETIDAS A PROCESOS DE DEFORMACION PLASTICA SEVERA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE INVESTIGACIONES EN MATERIALES,1475000
CB-2011,166897,JOSE ANTONIO SEGOVIA ZAVALA,Flujo atmosférico de metales bioactivos y su solubilidad en el Golfo de California: un escenario hacia el cambio climático,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,3618900
CB-2011,166898,MARIA CELINA MICAELA LLANDERAL CAZARES,Biología de Comadia redtenbacheri Hamm.,COLEGIO DE POSTGRADUADOS,750411
CB-2011,166903,FERNANDO CLEMENTE SANCHEZ,CONSERVACION DE LA DIVERSIDAD GENÉTICA Y MEJORA DEL VENADO COLA-BLANCA EN MÉXICO.,COLEGIO DE POSTGRADUADOS,2999029
CB-2011,166912,AGUSTIN ORDUÑA BUSTAMANTE,Desarrollo de una formulación numérica para el cálculo de la respuesta no-lineal dinámica de estructuras históricas de mampostería,UNIVERSIDAD DE COLIMA,1213100
CB-2011,166913, Leonila Irma Laura Escobar Pérez,UN NUEVO CANAL SECRETOR DE POTASIO Y UN CANAL DE AMONIO EN EL RIÑÓN. EFECTO DE LA DIETA DE POTASIO Y DE LA ACIDOSIS METABÓLICA.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / FACULTAD DE MEDICINA,1833200
CB-2011,166914,MILDRED QUINTANA RUIZ,"Grafeno: Manipulación Química, Propiedades y Aplicaciones",UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,1400000
CB-2011,166946,RODOLFO PASTELIN PALACIOS,Estudio de los mecanismos moleculares involucrados en la disminución de la respuesta inmune innata inducidos por los Lipopolisacáridos de S. typhimurium estructuralmente modificados,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / FACULTAD DE QUÍMICA,1000000
CB-2011,166951,JAVIER BRACHO CARPIZO,Problemas algebraicos y combinatorios en la geometría discreta,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE MATEMÁTICAS,960000
CB-2011,166961,ROCIO JAUREGUI RENAUD,Control dinámico de sistemas ópticos y atómicos,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE FÍSICA,790000
CB-2011,166964,DANIEL REYES HARO,Fisiología de la glía ependimal y de la sustancia blanca del cerebelo,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE NEUROBIOLOGÍA,1399996
CB-2011,166977,MIGUEL ANGEL GARCIA ALVARADO,Control en L2/D,DIRECCION GENERAL DE EDUCACION SUPERIOR TECNOLOGICA / INSTITUTO TECNOLÓGICO DE VERACRUZ,550000
CB-2011,166995,JOSE ALONSO DIAZ GUILLEN,ESTUDIO DE LAS PROPIEDADES TÉRMICAS Y MECÁNICAS DE CERAMICOS AVANZADOS DE TIPO A2B2O7 PARA SU APLICACIÓN COMO RECUBRIMIENTOS DE PIEZAS METÁLICAS EXPUESTAS A ALTAS TEMPERATURAS,DIRECCION GENERAL DE EDUCACION SUPERIOR TECNOLOGICA / INSTITUTO TECNOLÓGICO DE SALTILLO,1394600
CB-2011,167003,ADRIÁN PEDROZO ACUÑA,Efectos de la rotura del oleaje sobre el transporte de sedimentos en playas,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / INSTITUTO DE INGENIERÍA,915000
CB-2011,167004,ELVIO ACCINELLI  ,"Imitación, Bienestar, Crecimiento y Trampas de Pobreza",UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,610000
CB-2011,167005,VALENTIN MIRANDA SOTO,"Síntesis, caracterización y capacidad catalítica de complejos metálicos de carbenos N-heterocíclicos próticos (PNHCs)",DIRECCION GENERAL DE EDUCACION SUPERIOR TECNOLOGICA / INSTITUTO TECNOLÓGICO DE TIJUANA,1400000
CB-2011,167012,SERGIO MIGUEL DURON TORRES,"ESTUDIO DE SOPORTES DE ÓXIDO DE TITANIO SUBESTEQUIOMÉTRICO DOPADO CON Ta Y DEL ÓXIDO DE ESTAÑO DOPADO CON Sb, DECORADOS CON ÓXIDO DE IRIDIO Y PLATINO, PARA SU USO EN CELDAS DE COMBUSTIBLE Y ELECTROLIZADORES PEM",UNIVERSIDAD AUTONOMA DE ZACATECAS,1000000
CB-2011,167016,OSCAR VLADIMIR ORDUÑA TRUJILLO,"Análisis de la interacción entre magnitud y demora del reforzador, y sus implicaciones en la conducta de elección",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO / COORDINACION DE INVESTIGACION CIENTIFICA / FACULTAD DE PSICOLOGÍA,363377
CB-2011,167018,AZAEL MARTINEZ DE LA CRUZ,Eliminación fotocatalítica de gases contaminantes tipo NOx por acción de la radiación solar para la purificación de aire,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1998000
CB-2011,167019,IGOR LITVINCHEV  ,Problemas de optimización de gran escala en redes  logísticas y de suministro,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2967100
