project_id_original,project_id,researcher,title,institution,award_amount
CB-2003,42519,Berta Gamboa de Buen,Propiedad de Punto Fijo en Espacios Métricos,"Centro de Investigación en Matemáticas, A.C.",198000
CB-2003,42522,Ekaterina Todorova Kolkovska,Propiedades trayectoriales de procesos de riesgo  y aplicaciones,"Centro de Investigación en Matemáticas, A.C.",120000
CB-2003,42550,JUAN JOSE LUIS CARBALLO CENIZO,PATRONES DE ORGANIZACIÓN Y DIVERSIDAD DE LAS ESPONJAS EN ECOSISTEMAS ARRECIFALES DEL PACÍFICO ESTE: IMPORTANCIA EN LOS PROCESOS DE BIOEROSIÓN Y COMPETENCIA POR EL SUSTRATO,Universidad Nacional Autónoma de México,1229242
CB-2003,42553,Ricardo Alberto Weder Zaninovich,Análisis y Física Matemática,Universidad Nacional Autónoma de México,400000
CB-2003,42554,Eduardo Alberto García Zepeda,Papel de las proteasas derivadas de patógenos  en la respuesta funcional mediada por las quimiocinas y sus receptores.,Universidad Nacional Autónoma de México,1000000
CB-2003,42557,Luis Servín González,Genética molecular de la biosíntesis del antibiótico poliéter nigericina de  Streptomyces violaceusniger NRRL B-1476,Universidad Nacional Autónoma de México,1074459
CB-2003,42560,María del Carmen Monserrat Quinto Hernández,Los mecanismos de percepción y señalización de los factores Nod en frijol.,Universidad Nacional Autónoma de México,963999
CB-2003,42561,Jorge Arreola Gomez,Analisis Molecular de la Dependencia con el Potencial de los Canales de Cloro Tipo ClC,Universidad Autónoma de San Luis Potosí,1349601
CB-2003,42562,Federico Esteban   Sánchez Rodríguez,El citoesqueleto de actina en la transducción de señales en plantas.,Universidad Nacional Autónoma de México,1452000
CB-2003,42563,Sergey Antonyan,Grupos topológicos de transformaciones,Universidad Nacional Autónoma de México,430000
CB-2003,42567,Rafael Rubio Garcia,The molecular sensors for flow on the coronary endothelium are luminal lectinic proteins and glycosidic chains,Universidad Autónoma de San Luis Potosí,1328512
CB-2003,42568,Jesús Chimal Monroy,Analisis Molecular de la Morfogénesis de la Mano,Universidad Nacional Autónoma de México,1358500
CB-2003,42569,José Gómez Valdés,Mecanismos y Escalas de Acoplamiento Físico-Biológico en el Ecosistema Pelágico de la Región Sureña de la Corriente de California,"Centro de Investigación Científica y de Educación Superior de Ensenada, B.C.",3795414
CB-2003,42571,KLAUDIA OLESCHKO LUTKOVA,FISICA AMBIENTAL:PERCEPCIÓN REMOTA MULTIESCALAR DE LA CALIDAD FISICA DE SUELOS,Universidad Nacional Autónoma de México,3293084
CB-2003,42573,Ángel  Tamariz Mascarúa,"Topología General, FC-UNAM FCFM-BUAP",Universidad Nacional Autónoma de México,400000
CB-2003,42576,Norberto Arzate Plata,Pruebas fotónicas para el estudio de superficies de semiconductores,"Centro de Investigaciones en Optica, A.C.",530089
CB-2003,42577,Jose Eduardo Mendoza Torres,Primera etapa de la reinstalacion de un radiotelescopio milimetrico de 5m,"Instituto Nacional de Astrofísica, Optica y Electrónica",1036000
CB-2003,42578,Otto Geiger,"Formación, función, y reemplazo de lípidos de membrana en rhizobia",Universidad Nacional Autónoma de México,1736500
CB-2003,42580,Jorge Membrillo Hernández,Estudios Moleculares de la Resistencia al Estres oxidativo en Escherichia coli,Universidad Nacional Autónoma de México,1998236
CB-2003,42585,María de Lourdes De León Pasquel,"El Desarrollo del Tzotzil y la Adquisición de la Competencia Comunicativa en la Infancia Media y Tardía en Nabenchauk, Zinacantán, Chiapas",Centro de Investigaciones y Estudios Superiores en Antropología Social,834600
CB-2003,42588,Librado Arturo Sarmiento Reyes,Metodologia de Diseño Estructurado para Circuitos Analogicos,"Instituto Nacional de Astrofísica, Optica y Electrónica",940035
CB-2003,42594,Raúl Eduardo Balderas Navarro,Extensión de la cámara de análisis en un sistema de Epitaxia por Haces Moleculares para diagnóstico de nanoestructuras con reflectancia modulada y fotoluminiscencia in situ,Universidad Autónoma de San Luis Potosí,1274430
CB-2003,42598,Alicia Elizabeth  Hernández Echeagaray,Estudio de la expresión espacio temporal de neurotrofinas en los patrones de maduración  anatómicos y electrofisiológicos de las interneuronas estriatales: Implicaciones en la enfermedad de Huntington,Universidad Nacional Autónoma de México,1736550
CB-2003,42600,Rosa Laura Camarena Mejía,Identificación de los regulones dependientes de los cuatro  factores sigma-54 de Rhodobacter sphaeroides,Universidad Nacional Autónoma de México,600000
CB-2003,42602,Sergio Macías Álvarez,Teoría de los Continuos,Universidad Nacional Autónoma de México,300000
CB-2003,42608,Jorge Héctor Carrillo Viveros,Aprendizaje Industrial y Actores Locales. Las Maquiladoras Frente a la Competencia,"El Colegio de la Frontera Norte, A.C.",182432
CB-2003,42609,Nelson Vera Villamizar,Estudio de perturbaciones espirales en galaxias discoidales,"Instituto Nacional de Astrofísica, Optica y Electrónica",586658
CB-2003,42611,Elias Brinks,Galaxias cercanas bajo la lupa,"Instituto Nacional de Astrofísica, Optica y Electrónica",1056494
CB-2003,42626,Alicia María Oliver Gutiérrez,Caracterización óptica de defectos y nanopartículas metálicas en dióxido de silicio irradiado con iones y láseres.,Universidad Nacional Autónoma de México,1125000
CB-2003,42628,Jose Tulio Arredondo Moreno,EL APACENTAMIENTO COMO FACTOR DE CAMBIO DE USO DE SUELO Y SU IMPACTO EN LA MINERALIZACIÓN Y CONTENIDO DE NITRÓGENO Y CARBONO DEL PASTIZAL SEMIÁRIDO,Instituto Potosino de Investigación Científica y Tecnológica,1200000
CB-2003,42630,Antonio Marcelo Juárez Reyes,Estudio de la fotoionización y distribuciones angulares de moléculas orientadas en el espacio.,Universidad Nacional Autónoma de México,849010
CB-2003,42636,María Elvira Galarraga Palacio,Propiedades integrativas de una red neural: modulación de las oscilaciones espontáneas del potencial de membrana y el disparo de las neuronas estriatales registradas in vitro.,Universidad Nacional Autónoma de México,901665
CB-2003,42639,Gerardo Rafael Argüello Astorga,Delimitación experimental de los determinantes de especificidad de la proteína de replicación del Virus Huasteco del Chile y geminivirus relacionados,Instituto Potosino de Investigación Científica y Tecnológica,1784485
CB-2003,42640,Ana María López Colomé,Mecanismos Moleculares involucrados en la transformación fibroblástica del Epitelio Pigmentado de la Retina: Participación del glutamato y el TGF-b,Universidad Nacional Autónoma de México,1420843
CB-2003,42642,Luca Ferrari Pedraglio,EVENTOS TECTONICOS  Y MAGMATICOS CRETACICO TARDÍO-TERCIARIO  TEMPRANO EN LA PARTE OCCIDENTAL DE LA SIERRA MADRE DEL SUR : IMPLICACIONES GEODINÁMICAS Y MÉTALOGENETICAS,Universidad Nacional Autónoma de México,3038400
CB-2003,42643,Gerardo Escobar Valderrama,Control No Lineal de Filtros Activos para el Mejoramiento de la Calidad de la Energía Eléctrica,Instituto Potosino de Investigación Científica y Tecnológica,398955
CB-2003,42644,Sergio Raúl Rodríguez Elizarrarás,Vulcanismo y geología regional del sector oriental de la Faja Volcánica Trans-Mexicana. Estratigrafía volcánica  y evaluación de riesgos geológicos potenciales.,Universidad Nacional Autónoma de México,503719
CB-2003,42645,Jose Luis  Rodriguez Lopez,"Estudio de Materiales Nanoestructurados Metalicos Monoatomicos, Binarios y Ternarios",Instituto Potosino de Investigación Científica y Tecnológica,979042
CB-2003,42647,Aldo Humberto Romero Castro,Caracterizacion teorica de materiales nanoestructurados y cristalinos desde primeros principios y metodos semiempiricos,Instituto Potosino de Investigación Científica y Tecnológica,502028
CB-2003,42653,Félix Recillas Targa,Contribución de los elementos silenciador y enhancer en la expresión diferencial de los genes alfa-globina de pollo.,Universidad Nacional Autónoma de México,1601872
CB-2003,42655,Pier Achille Mello Picco,FISICA MESOSCOPICA Y FUNDAMENTOS DE LA MECANICA CUANTICA,Universidad Nacional Autónoma de México,177000
CB-2003,42657,Federico Bermúdez Rattoni,SEÑALES MOLECULARES EN LA FORMACION DE LA MEMORIA,Universidad Nacional Autónoma de México,1130004
CB-2003,42658,Nina Bogdantchikova,Estudio del mecanismo de formación y estabilización en zeolitas de los especies de oro activos en reacciones cataliticas,Universidad Nacional Autónoma de México,2412140
CB-2003,42661,AVTO GOGICHAISHVILI,Long-Term Variation of Geomagnetic Field Strength : Contributions from Latin America,Universidad Nacional Autónoma de México,771969
CB-2003,42662,Arturo Hernandez Cruz,Estudios funcionales en una subpoblación de células adenohipofisiarias del mamífero que expresa marcadores neuronales en respuesta a los niveles circulantes de estrógenos,Universidad Nacional Autónoma de México,1750010
CB-2003,42663,Jorge Peón Peralta,CONSTRUCCIÓN DE UN ESPECTRÓMETRO DE PULSOS ÓPTICOS ULTRACORTOS Y ESTUDIOS DE LA DINÁMICA DE FENÓMENOS MOLECULARES CON RESOLUCIÓN EN FEMTOSEGUNDOS,Universidad Nacional Autónoma de México,2719683
CB-2003,42664,Omar Homero Pantoja Ayala,Analisis funcional de los transportadores HKT de plantas,Universidad Nacional Autónoma de México,969720
CB-2003,42666,Gabriela Alicia Díaz Guerrero,Sistemas meso-estructurados a base de CeO2. Síntesis asistida por copolímeros de bloque y estudio de propiedades fisicoquímicas,Universidad Nacional Autónoma de México,1269352
CB-2003,42668,Ricardo Tapia Ibargüengoytia,Alteracciones sinápticas en la epilepsia y en las enfermedades neurodegenerativas: modelos experimentales y estrategias terapéuticas,Universidad Nacional Autónoma de México,1197350
CB-2003,42671,Shri Krishna Singh Singh,Sistema de alerta temprana para la ciudad de México: Una alternativa confiable y económica,Universidad Nacional Autónoma de México,1439983
CB-2003,42673,Luis Demetrio Miranda Gutiérrez,Desarrollo y Aplicaciones Sintéticas de Nuevos Procesos Radical-Oxidativos Utilizando Peróxidos de Dilauroilo,Universidad Nacional Autónoma de México,934252
CB-2003,42682,Luis Manuel Alva Valdivia,"Magnetismo de rocas-mena, micro-nanoscopía y microgeoquímica en yacimientos de fierro en América Latina: definición genética e implicaciones geofísicas.",Universidad Nacional Autónoma de México,1206100
CB-2003,42694,Sergio Huerta Ochoa,Diseño y modelamiento de un biorreactor para la biosíntesis de lactonas con células en un sistema de dos fases acuoso-líquido iónico,Universidad Autónoma Metropolitana,1749699
CB-2003,42695,Gloria Verónica Vázquez García,Estudio de láseres de guía de onda en cristales activos,"Centro de Investigaciones en Optica, A.C.",890000
CB-2003,42712,María Carmen Sánchez Torres,Análisis de la respuesta inmunológica de memoria inducida in vitro e in vivo por dos subpoblaciones de células dendríticas derivadas de monocitos humanos.,Centro de Investigación y de Estudios Avanzados del IPN,1703400
CB-2003,42715,María del Carmen De La Peza Casares,"Democracia, Comunicación y Sujetos de la Política en América Latina Contemporánea",Universidad Autónoma Metropolitana,1131000
CB-2003,42721,José Victor Segovia Vila,La expresión de BDNF en astrocitos estriatales endógenos como una alternativa terapéutica para la enfermedad de Huntington,Centro de Investigación y de Estudios Avanzados del IPN,1739545
CB-2003,42724,Isaura  Meza Gòmez Palacio,Mecanismos endocìticos en Entamoeba histolytica,Centro de Investigación y de Estudios Avanzados del IPN,804185
CB-2003,42728,J. Gabriel Luna Bárcenas,Dióxido de carbono supercrítico: una alternativa ecológica,Centro de Investigación y de Estudios Avanzados del IPN,1122519
CB-2003,42743,Israel Rodriguez Torres,Estudio prospectivo sobre la electro-disolución anódica de un mineral sulfuroso,Universidad Autónoma de San Luis Potosí,489500
CB-2003,42748,Tonatiuh Matos Chassin,Aspectos Teóricos y Numéricos de la Materia Obscura y la Relatividad General,Centro de Investigación y de Estudios Avanzados del IPN,1305000
CB-2003,42760,ARTURO MALDONADO ALVAREZ,"Estudio de las características físicas de películas delgadas de óxidos semiconductores  en función de las variables de depósito, para su aplicación en dispositivos electrónicos y opto-electrónicos.",Centro de Investigación y de Estudios Avanzados del IPN,905634
CB-2003,42761,Manvir Singh Kushwaha,"Propiedades elasticas, electronicas, y opticas de sistemas cuanticos sinteticos",Benemérita Universidad Autónoma de Puebla,311850
CB-2003,42765,Valentin Afraimovich Kubyshkina,Complexity and dynamics of patterns in networks of active elements,Universidad Autónoma de San Luis Potosí,634054
CB-2003,42770,Anne-Laure Sabine BUSSY BEAURAIN,MODELACIÓN DEL COMPORTAMIENTO Y DESTINO DE METALES Y NUTRIENTES EN LA PRESA J.A. ALZATE Y EN SUSTRES PRICIPALES AFLUENTES EN ESTADO DE MÉXICO,Universidad Autónoma Metropolitana,1600000
CB-2003,42771,Juan Francisco Mosiño,Propagación de luz parcialmente polarizada en medios anisotrópicos lineales no depolarizantes,"Centro de Investigaciones en Optica, A.C.",592000
CB-2003,42773,Angel Gabriel Rodríguez Vázquez,Propiedades ópticas de nanoestructuras de aleaciones basadas en GaN,Universidad Autónoma de San Luis Potosí,1092913
CB-2003,42782,MARCOS MENESES MAYO,ESTABILIDAD DE ENZIMAS FIBROLÍTICAS DE PLEUROTUS SSP  EN EL RUMEN Y MODELIZACION DE LA FERMENTACION SOLIDA Y ANAEROBIA (ENSILAJE),Colegio de Postgraduados,1361200
CB-2003,42790,VOLODYMYR PONOMARYOV,"PROCESAMIENTO DIGITAL EN TIEMPO REAL  DE SEÑALES BI- Y TRIDIMENSIONALES PARA LA VISIÓN POR COMPUTADORA CON UNA MEJOR RECONSTRUCCIÓN DE OBJETOS EN APLICACIONES: SECUENCIAS DE VIDEO, MEDICINA, VISIÓN  ARTIFICIAL DE ROBOTS",Instituto Politécnico Nacional,285000
CB-2003,42794,Hailin Zhao Hu,Desarrollo de heterouniones híbridas de polímeros conductores con semiconductores inorgánicos,Universidad Nacional Autónoma de México,1524624
CB-2003,42797,Gloria  Soldevila Melgarejo,Modulación de la señalizacion a traves del pre-TCR y del TCR durante el desarrollo timico: cantidad versus calidad de la señal,Universidad Nacional Autónoma de México,1719100
CB-2003,42799,Iouri Koudriavtsev,STUDY OF SECONDARY ION YIELD AS A FUNCTION OF THE CHEMICAL COMPOSITION AND THE WORK FUNCTION OF THE ANALYZED SURFACE,Centro de Investigación y de Estudios Avanzados del IPN,549900
CB-2003,42800,Zhenrui Yu Fan,Study of the charge trapping effect in materials containing Si nanoclusters,"Instituto Nacional de Astrofísica, Optica y Electrónica",841000
CB-2003,42801,Angel Alfonso Zarain Herzberg,Regulación transcripcional del gen de la ATPasa-Ca2+ del retículo sarcoplásmico de corazón por fármacos y compuestos metabólicamente activos,Universidad Nacional Autónoma de México,575500
CB-2003,42808,Julio César Gutiérrez Vega,Generación y propagación de pulsos laser adifraccionales,Instituto Tecnológico y de Estudios Superiores de Monterrey,564810
CB-2003,42809,Leonid Gueorguiev Dimitrova,Determinación de la tasa de pérdida de masa en estrellas con vientos,Universidad Nacional Autónoma de México,490144
CB-2003,42810,HECTOR MANUEL HERNANDEZ TOLEDO,Propiedades Fotometricas y Dinamicas de Galaxias en Sistemas Binarios: El Papel de las Interacciones en la Evolucion de las Galaxias.,Universidad Nacional Autónoma de México,666000
CB-2003,42821,Olexandr Glot,OBTENCIÓN Y ESTUDIO DE NUEVA CERÁMICA EN BASE DE  DIÓXIDO DE ESTAÑO CON LIMITES DE GRANO ELÉCTRICAMENTE ACTIVOS,Universidad Tecnológica de la Mixteca,950000
CB-2003,42822,Eduardo Tepichin Rodríguez,REJILLAS DE DIFRACCION SINTONIZABLES APLICADAS AL PROCESAMIENTO OPTICO DE INFORMACION: DESAROLLO DE APLICACIONES.,"Instituto Nacional de Astrofísica, Optica y Electrónica",227000
CB-2003,42823,Jorge Alejandro Reyes Esqueda,Estudio y análisis de las propiedades ópticas lineales y no lineales de sistemas nanoestructurados,Universidad Nacional Autónoma de México,500000
CB-2003,42842,Hector Domínguez Castro,"Estudio complementario, experimental y computacional, de moléculas anfifílicas en diferentes interfases para investigación básica y aplicaciones en ingeniería de materiales",Universidad Nacional Autónoma de México,620092
CB-2003,42847,JUAN MANUEL ESPÍNDOLA CASTRO,"ESTUDIO GEOFÍSICO DEL VOLCÁN SAN MARTÍN, LOS TUXTLAS, VERACRUZ",Universidad Nacional Autónoma de México,1587272
CB-2003,42851,María Teresa Yurén Camarena,"Efectos de los Dispositivos Heteroformativos y Autoformativos en la Adquisición de Competencias Básicas y la Conformación de Estructuras Motivacionales para la Ciudadanía Responsable, la Convivencia con Equidad y el Cuidado de Sí. Estudios en Caso",Universidad Autónoma del Estado de Morelos,801750
CB-2003,42859,Heriberto Castilla Valdez,Fisica de proton-antiproton en la colaboracion internacional DZero en Fermilab y proton-proton en la colaboracion CMS en el CERN,Centro de Investigación y de Estudios Avanzados del IPN,588500
CB-2003,42862,Rebeca Georgina Manning Cela,Participación del Citoesqueleto de Actina durante el proceso de infección de Trypanosoma cruzi.,Centro de Investigación y de Estudios Avanzados del IPN,956138
CB-2003,42863,Ángela Renee De La Torre Castellanos,Perfiles y Tendencias del Cambio Religioso,Centro de Investigaciones y Estudios Superiores en Antropología Social,759861
CB-2003,42867,Beatriz Gómez García,PERSISTENCIA DEL VIRUS SINCITIAL RESPIRATORIO EN MACROFAGOS: MODELO IN VITRO DE MODULACION DE LA RESPUESTA INMUNE,Universidad Nacional Autónoma de México,1500600
CB-2003,42870,José Fernando Peña Ortega,Cambios en las propiedades intrínsecas y sinápticas neuronales que participan en la generación del ritmo respiratorio en condiciones hipóxicas in vitro,Centro de Investigación y de Estudios Avanzados del IPN,1500000
CB-2003,42873,José Raúl Arredondo Peter,DETECCIÓN E IDENTIFICACIÓN DE MOLÉCULAS QUE INTERACTÚAN CON LA HEMOGLOBINA 1 RECOMBINANTE  DEL ARROZ (Oryza sativa),Universidad Autónoma del Estado de Morelos,1514730
CB-2003,42883,Iván Enrique  Campos Silva,Estudio de la cinética con análisis fractal de la generación de capas multicomponenciales base boro-nitrógeno en un proceso termoquímico en dos etapas: nitruración por un plasma débilmente ionizado asistido por borurización en pasta,Instituto Tecnológico y de Estudios Superiores de Monterrey,335111
CB-2003,42891,Juan Luis Pichardo Molina,Estudio Teórico y Experimental de la Resonancia de la Señal Fotoacústica debido al Transporte de Ondas Térmicas y Vibración Termoelástica en Una y Dos Capas,"Centro de Investigaciones en Optica, A.C.",376694
CB-2003,42896,Jorge Manuel Vázquez Ramos,Establecimiento de la fase G1 del ciclo celular en plantas. La germinación como modelo.,Universidad Nacional Autónoma de México,1256748
CB-2003,42899,Eduardo Valencia Cantero,Relación entre la comunidad bacteriana rizosférica ferrirreductora y la absorción de hierro por plantas con estrategias de obtención de hierro I y II en suelos alcalinos y moderadamente ácidos.,Universidad Michoacana de San Nicolás de Hidalgo,1297869
CB-2003,42906,Claudia Reyes Betanzo,Fabricación de dispositivos nanométricos usando un sistema híbrido de grabado seco en configuración RIE/ICP,"Instituto Nacional de Astrofísica, Optica y Electrónica",1300000
CB-2003,42910,Leticia Myriam Torres Guerra,Determinación de las Propiedades Fotocatalíticas de Nuevos Materiales Cerámicos en Reacciones de Oxido-Reducción y su Co-Relación Estructura Propiedad,Universidad Autónoma de Nuevo León,3207500
CB-2003,42918,José Luis Puente García,"ESTUDIOS SOBRE LA REGULACION Y FUNCION DE FACTORES DE VIRULENCIA EN Escherichia coli ENTEROPATÓGENA (EPEC), E. coli ENTEROHEMORRÁGICA (EHEC), Y Citrobacter rodentium.",Universidad Nacional Autónoma de México,2194942
CB-2003,42924,María Luisa Villarreal Ortega,Caracterización del perfil triterpénico responsable de la actividad sedante en cultivos in vitro de la planta medicinal mexicana Galphimia glauca,Universidad Autónoma del Estado de Morelos,568500
CB-2003,42930,José Ernesto Rayas Sánchez,"Modelado, Diseño y Optimización de Circuitos Electrónicos de Alta Frecuencia basado en Simulación Electromagnética",Instituto Tecnológico y de Estudios Superiores de Occidente A.C.,254815
CB-2003,42931,Octavio Loera Corral,Desarrollo y caracterización de cepas mejoradas de Beauveria bassiana,Universidad Autónoma Metropolitana,539000
CB-2003,42939,Vivechana Agarwal,Towards the Nanostructures and Photonics for developing countries,Universidad Autónoma del Estado de Morelos,952718
CB-2003,42941,Emilio José Beier Martin,"Dinámica, Termodinámica y Producción Primaria de la Corriente Costera Mexicana (CCM)","Centro de Investigación Científica y de Educación Superior de Ensenada, B.C.",2091209
CB-2003,42942,Luis Manuel Farfán Molina,Estudio de estructura y movimiento en ciclones tropicales sobre el noroeste de México,"Centro de Investigación Científica y de Educación Superior de Ensenada, B.C.",303719
CB-2003,42943,Leonor María Blanco Jerez,Ultrasonido y Ambiente: Destrucción sonoelectroquímica de derivados fenólicos clorados,Universidad Autónoma de Nuevo León,824200
CB-2003,42944,Ricardo Villagómez Tamez,Integración de Fuentes de Radio Frecuencia en Láseres Industriales de CO2,"Centro de Investigación Científica y de Educación Superior de Ensenada, B.C.",685071
CB-2003,42949,Ulises Nucamendi Gomez,Evolucion de Objetos Compactos Relativistas,Universidad Michoacana de San Nicolás de Hidalgo,195000
CB-2003,42957,Laura Guzmán Dávalos,"Análisis filogenéticos con datos morfológicos y moleculares de los macromicetes: Flavopunctelia, Punctelia, Ganoderma, Gymnopilus, Pluteus, Psilocybe y Scleroderma.",Universidad de Guadalajara,1895428
CB-2003,42971,Fernando Mendoza Santoyo,Deteccion de inhomogeneidades en materiales semi-solidos usando HDP y ESPI,"Centro de Investigaciones en Optica, A.C.",1348800
CB-2003,42972,Miguel Angel Martínez Téllez,IMPLICACIÓN DE LOS POLISACÁRIDOS EN LAS RESPUESTA BIOQUÍMICAS Y MOLECULARES DE LOS MECANISMOS DE DEFENSA EN PLANTAS,"Centro de Investigación en Alimentación y Desarrollo, A.C.",1200000
CB-2003,42979,José de Jesús García Soto,CARACTERIZACIÓN MOLECULAR Y FUNCIONAL DE PROTEÍNAS QUE PARTICIPAN EN LA TRANSDUCCIÓN DE SEÑALES EN LA FERTILIZACIÓN,Universidad de Guanajuato,1579035
CB-2003,42980,Marco Antonio Quiroz Alfaro,"Electrooxidación del ácido 2,4-diclorofenoxiacético (2,4-D), del O,S-dimetilfosforamidotionato (Methamidophos) y del 2,4-dinitrofenol sobre ánodos de PbO2, SnO2 y BBD (diamante)",Universidad de las Américas-Puebla,538700
CB-2003,42984,Eloy Méndez Sáinz,Comunidades Cercadas. Estudio de Una Arquitectura y Urbanismo Alternativos a la Luz de la Experiencia en la Frontera Norte de México (1980-2003),El Colegio de Sonora,779138
CB-2003,42986,Uladzimir Minkovich,"Development, fabrication and investigation of double-clad, large-mode-area single-mode holey fibers for fiber laser application.","Centro de Investigaciones en Optica, A.C.",2083000
CB-2003,42993,Raúl Antonio Aguilar Roblero,LAS AFERENCIAS AL NÚCLEO SUPRAQUIASMÁTICO EN LA SINCRONIZACIÓN DE LOS RITMOS CIRCADIANOS A LA LUZ,Universidad Nacional Autónoma de México,1097200
CB-2003,42999,Bruno Alfonso Escalante Acosta,Papel del receptor de angiotensina tipo II (AT2) en la presion arterial durante el desarrollo del daño renal,Centro de Investigación y de Estudios Avanzados del IPN,1776743
CB-2003,43010,Federico Méndez  Lavielle,"Nuevos Efectos Conjugados en la Mecánica de Fluidos,  en  la Transferencia de Calor y Generación de Entropía Asociada",Universidad Nacional Autónoma de México,605140
CB-2003,43016,Ulises Sinhué Alejandro Caldiño  García,"Espectroscopía óptica y láser de cristales óxidos activados con iones de Tierras Raras (Nd3+, Yb3+, Er3+)",Universidad Autónoma Metropolitana,286000
CB-2003,43019,Ricardo Alberto Gómez Flores,"Aislamiento y caracterización de sustancias bioactivas derivadas de Gymnosperma glutinosum, Persea americana y Plantago sp., libres o encapsuladas en liposomas, en combinación con IFN-gama y TNF-alfa, en contra de infecciones intramacrofágicas por  Mycoba",Universidad Autónoma de Nuevo León,1135287
CB-2003,43022,GABRIEL LOPEZ VELAZQUEZ,Estudio funcional y estructural de las especies oligoméricas de la  triosafosfato isomerasa de Giardia lamblia,Instituto Nacional de Pediatría,1100475
CB-2003,43035,Héctor Hugo Cerecedo Nuñez,Fabricación de Rejillas en Fibra Optica e Investigación de Técnicas de Impresión.,Universidad Veracruzana,700216
CB-2003,43041,Dea Herrera Ruiz,Mecanismos de Transporte Asociados a la Permeación de Fármacos Peptidomiméticos a través de la Placenta,Universidad Autónoma del Estado de Morelos,776515
CB-2003,43043,Oscar Uriel Velasco Fuentes,Dinámica de un remolino horizontal en un fluido establemente estratificado o  en rotación.,"Centro de Investigación Científica y de Educación Superior de Ensenada, B.C.",238762
CB-2003,43045,José Pascual Buxó,Reflexión y Espectáculo: Dos Constantes de la Literatura Novohispana,Universidad Nacional Autónoma de México,1198000
CB-2003,43047,Ann Marie Cyphers Tomic,Reconocimiento Digital de una Capital Olmeca,Universidad Nacional Autónoma de México,4998915
CB-2003,43056,Ofelia Rouzaud Sández,Cinética de la hidrólisis de las proteínas del gluten de trigo por una tripsina de origen marino,Universidad de Sonora,435925
CB-2003,43058,Josafat Marina Ezquerra Brauer,Cinética de la Disociación Proteica del Colágeno de Calamar Gigante (Dosidicus gigas) Almacenado en Frío y con Tratamiento Térmico,Universidad de Sonora,1685859
CB-2003,43069,MACARIO BACILIO JIMENEZ,ESTUDIO DE LA MITIGACION DEL ESTRÉS SALINO EN PLANTAS DE CHILE UTILIZANDO COMPOSTA Y BACTERIAS PROMOTORAS DEL CRECIMIENTO VEGETAL.,"Centro de Investigaciones Biológicas del Noroeste, S.C.",844036
CB-2003,43072,Daniel Martínez Fong,Transferencia de genes regulables a neuronas dopaminérgicas del cerebro de ratas parkinsonianas por un vector de neurotensina permeable a la barrera hematoencefálica,Centro de Investigación y de Estudios Avanzados del IPN,3000000
CB-2003,43079,Maria Dolores Correa Beltrán,ESTUDIO CLINICO Y FACTORES INMUNOLÓGICOS Y DE PATOGENICIDAD DE LA INFECCIÓN POR TOXOPLASMA GONDII EN FETOS Y NEONATOS HIJOS DE MADRES INFECTADAS DURANTE EL EMBARAZO,Instituto Nacional de Pediatría,2165757
CB-2003,43081,Antonella Fagetti Spedicato,"Iniciación, Sueños y Curación: el Chamanismo en México",Benemérita Universidad Autónoma de Puebla,871115
CB-2003,43082,Gabriela Vázquez Hurtado,Análisis y modelación del efecto del uso del suelo sobre la calidad del agua de los ríos en la cuenca alta del río la Antigua (Veracruz- Puebla),"Instituto de Ecología, A.C.",1885005
CB-2003,43091,Rodolfo Novelo Gutiérrez,"Diversidad alfa, beta y gamma de los odonatos (Insecta: Odonata) del estado de Michoacán. Fase 1: Sierra de Coalcomán","Instituto de Ecología, A.C.",382061
CB-2003,43097,José Vinicio Macías Zamora,"PCDDs/Fs y otros contaminates en tres regiones costeras y lagos de México: Fuentes potenciales, comportamiento histórico y ruta al hombre",Universidad Autónoma de Baja California,754500
CB-2003,43098,CRIEL MERINO LOPEZ,INVARIANTES ALGEBRAICOS EN MATROIDES,Universidad Nacional Autónoma de México,150000
CB-2003,43102,Leticia Moreno Fierros,Evaluación del efectos  inmunomoduladores  inducidos por la   protoxina Cry1Ac  en linfocitos de distintos compartimentos mucosos; y su utilidad  para el diseño de estrategias de vacunación capaces de incrementar las respuestas inmunes  mucosas,Universidad Nacional Autónoma de México,1478160
CB-2003,43103,Pablo Fabián Velázquez Brito,Estudio de la influencia de factores exógenos y endógenos en la evolución y emisión de remanentes de supernova (RSN),Universidad Nacional Autónoma de México,185504
CB-2003,43110,Alejandro Kunold Bello,Efecto Hall Cuántico,Universidad Autónoma Metropolitana,231000
CB-2003,43113,Daniel González Lomelí,"Variables Cognitivas, Sociales y Emocionales Asociadas al Desempeño  Académico Universitario",Universidad de Sonora,987143
CB-2003,43116,María del Rocío Redón De La Fuente,"Catalizadores dendriméricos, una visión nanoestructurada y heterogenizada.",Universidad Nacional Autónoma de México,1444771
CB-2003,43120,Salvador Curiel Ramirez,Estudio de Discos Protoplanetarios y Chorros Estelares en Objetos Estelares Jóvenes,Universidad Nacional Autónoma de México,755701
CB-2003,43121,Guillermo Miguel Garcia Segura,Dinamica y Morfologia de Nebulosas Planetarias,Universidad Nacional Autónoma de México,674188
CB-2003,43127,Fermín Pérez Guevara,Desarrollo de un modelo cibernético para la producción de proteína Cry por Bacillus thuringiensis var. kurstaki HD-73,Centro de Investigación y de Estudios Avanzados del IPN,1796692
